scenario,T_factor,T_value,probability_weight,member,generation,archive_pumping_objective_gpm,archive_pumping_objective_cfs,archive_total_pumping_gpm,archive_total_pumping_cfs,archive_depletion_cfs,archive_streamflow_cfs,pumping_objective_reeval_gpm,pumping_objective_reeval_cfs,total_pumping_gpm,total_pumping_cfs,full_model_total_pumping_gpm,full_model_total_pumping_cfs,n_model_q_columns,n_objective_q_columns,depletion_obs_name,depletion_cfs,streamflow_cfs,pumping_objective_abs_diff_cfs,total_pumping_abs_diff_cfs,depletion_abs_diff_cfs,streamflow_abs_diff_cfs
baseline_T,1.0,1700.0,,gen=37_member=6357_pso,50,14643.5,32.625718,14643.5,32.625718,2.3887,6.2113,14643.504761078875,32.62572860768373,14643.504761078875,32.62572860768373,49927.40476107888,111.23825780768374,327,86,lpr:total_combined:bdpl,2.388702197214058,6.211297802785942,1.0607683734065176e-05,1.0607683734065176e-05,2.197214057808594e-06,2.197214057808594e-06
baseline_T,1.0,1700.0,,gen=47_member=8006_pso,50,16499.7,36.7613316,16499.7,36.7613316,4.09604,4.503959999999999,16499.734213834963,36.761407828424296,16499.734213834963,36.761407828424296,51783.63421383497,115.37393702842432,327,86,lpr:total_combined:bdpl,4.096041808260816,4.503958191739184,7.622842429810817e-05,7.622842429810817e-05,1.808260815749918e-06,1.8082608148617396e-06
baseline_T,1.0,1700.0,,gen=41_member=6898_pso,50,14133.5,31.489438,14133.5,31.489438,2.11934,6.48066,14133.504426913009,31.489447863162184,14133.504426913009,31.489447863162184,49417.40442691301,110.10197706316218,327,86,lpr:total_combined:bdpl,2.119335855423188,6.480664144576812,9.863162183876284e-06,9.863162183876284e-06,4.144576811970779e-06,4.14457681152669e-06
baseline_T,1.0,1700.0,,gen=39_member=6668_pso,50,15230.3,33.933108399999995,15230.3,33.933108399999995,2.77099,5.82901,15230.26519153545,33.933030846740984,15230.26519153545,33.933030846740984,50514.16519153546,112.545560046741,327,86,lpr:total_combined:bdpl,2.7709912319006165,5.829008768099383,7.755325901115384e-05,7.755325901115384e-05,1.2319006166272573e-06,1.2319006170713465e-06
baseline_T,1.0,1700.0,,gen=48_member=8200_pso,50,15660.1,34.8907028,15660.1,34.8907028,3.16725,5.43275,15660.146236410965,34.89080581472363,15660.146236410965,34.89080581472363,50944.04623641097,113.50333501472365,327,86,lpr:total_combined:bdpl,3.1672458805732453,5.432754119426754,0.0001030147236278367,0.0001030147236278367,4.119426754822797e-06,4.119426753490529e-06
baseline_T,1.0,1700.0,,gen=32_member=5452_pso,50,15640.7,34.8474796,15640.7,34.8474796,3.14182,5.45818,15640.722863580324,34.84753054005696,15640.722863580324,34.84753054005696,50924.62286358033,113.46005974005696,327,86,lpr:total_combined:bdpl,3.141817552171591,5.458182447828408,5.0940056958381774e-05,5.0940056958381774e-05,2.4478284088580438e-06,2.4478284084139545e-06
baseline_T,1.0,1700.0,,gen=44_member=7522_pso,50,14884.7,33.1631116,14884.7,33.1631116,2.53937,6.06063,14884.701819910384,33.16311565476033,14884.701819910384,33.16311565476033,50168.60181991039,111.77564485476032,327,86,lpr:total_combined:bdpl,2.539368247581174,6.060631752418826,4.054760331939633e-06,4.054760331939633e-06,1.7524188260509277e-06,1.7524188260509277e-06
baseline_T,1.0,1700.0,,gen=45_member=7699_pso,50,11522.2,25.6714616,11522.2,25.6714616,1.28466,7.31534,11522.20136864902,25.671464649350018,11522.20136864902,25.671464649350018,46806.10136864903,104.28399384935004,327,86,lpr:total_combined:bdpl,1.2846600959013812,7.315339904098618,3.049350016937069e-06,3.049350016937069e-06,9.590138128068304e-08,9.590138194681685e-08
baseline_T,1.0,1700.0,,gen=38_member=6478_pso,50,15834.2,35.2785976,15834.2,35.2785976,3.35376,5.24624,15834.191680400949,35.27857906393331,15834.191680400949,35.27857906393331,51118.09168040095,113.8911082639333,327,86,lpr:total_combined:bdpl,3.3537617018742854,5.246238298125714,1.8536066690444386e-05,1.8536066690444386e-05,1.7018742854979507e-06,1.70187428594204e-06
baseline_T,1.0,1700.0,,gen=48_member=8105_pso,50,16406.1,36.5527908,16406.1,36.5527908,3.9902,4.6098,16406.073055909445,36.55273076856624,16406.073055909445,36.55273076856624,51689.97305590944,115.16525996856625,327,86,lpr:total_combined:bdpl,3.9901981205782486,4.609801879421751,6.003143375465925e-05,6.003143375465925e-05,1.8794217515605283e-06,1.8794217506723498e-06
baseline_T,1.0,1700.0,,gen=47_member=7995_pso,50,16381.3,36.4975364,16381.3,36.4975364,3.97511,4.62489,16381.259627355992,36.49744644974915,16381.259627355992,36.49744644974915,51665.159627356,115.10997564974916,327,86,lpr:total_combined:bdpl,3.975106482748441,4.624893517251559,8.995025085312136e-05,8.995025085312136e-05,3.517251558893264e-06,3.5172515593373532e-06
baseline_T,1.0,1700.0,,gen=38_member=6507_pso,50,16267.1,36.2430988,16267.1,36.2430988,3.82686,4.77314,16267.088099218125,36.243072285057984,16267.088099218125,36.243072285057984,51550.98809921813,114.855601485058,327,86,lpr:total_combined:bdpl,3.826857056498032,4.773142943501968,2.6514942014443932e-05,2.6514942014443932e-05,2.943501967944684e-06,2.943501968388773e-06
baseline_T,1.0,1700.0,,gen=47_member=8017_pso,50,11819.3,26.3334004,11819.3,26.3334004,1.31111,7.288889999999999,11819.264501780224,26.33332130996634,11819.264501780224,26.33332130996634,47103.16450178022,104.94585050996632,327,86,lpr:total_combined:bdpl,1.3111126222085394,7.28888737779146,7.909003365824674e-05,7.909003365824674e-05,2.622208539415638e-06,2.6222085391935934e-06
baseline_T,1.0,1700.0,,gen=28_member=4806_pso,50,16308.5,36.335338,16308.5,36.335338,3.87574,4.724259999999999,16308.51123183826,36.335363024535646,16308.51123183826,36.335363024535646,51592.41123183826,114.94789222453564,327,86,lpr:total_combined:bdpl,3.87573591840834,4.7242640815916594,2.5024535645457036e-05,2.5024535645457036e-05,4.081591659765849e-06,4.081591660209938e-06
baseline_T,1.0,1700.0,,gen=33_member=5559_pso,50,14427.3,32.1440244,14427.3,32.1440244,2.27771,6.32229,14427.319973690128,32.1440689013816,14427.319973690128,32.1440689013816,49711.21997369013,110.7565981013816,327,86,lpr:total_combined:bdpl,2.27770616129014,6.322293838709859,4.450138160194683e-05,4.450138160194683e-05,3.838709859760314e-06,3.838709859316225e-06
baseline_T,1.0,1700.0,,gen=28_member=4728_pso,50,11249.5,25.063886,11249.5,25.063886,1.21593,7.384069999999999,11249.486499062945,25.063855919912235,11249.486499062945,25.063855919912235,46533.38649906294,103.67638511991224,327,86,lpr:total_combined:bdpl,1.215931183468382,7.3840688165316175,3.0080087764616792e-05,3.0080087764616792e-05,1.18346838196004e-06,1.1834683810718616e-06
baseline_T,1.0,1700.0,,gen=30_member=4999_pso,50,15254.9,33.9879172,15254.9,33.9879172,2.78942,5.81058,15254.91262255548,33.98794532305361,15254.91262255548,33.98794532305361,50538.81262255549,112.60047452305362,327,86,lpr:total_combined:bdpl,2.7894244899895115,5.810575510010488,2.8123053610329407e-05,2.8123053610329407e-05,4.489989511746728e-06,4.489989511746728e-06
baseline_T,1.0,1700.0,,gen=47_member=7949_pso,50,13944.8,31.0690144,13944.8,31.0690144,1.99378,6.60622,13944.77940294954,31.06896850977157,13944.77940294954,31.06896850977157,49228.67940294954,109.68149770977158,327,86,lpr:total_combined:bdpl,1.9937752885784716,6.606224711421528,4.589022843148882e-05,4.589022843148882e-05,4.711421528469373e-06,4.711421527581194e-06
baseline_T,1.0,1700.0,,gen=37_member=6216_pso,50,15601.9,34.7610332,15601.9,34.7610332,3.104,5.496,15601.936976690433,34.76111558406628,15601.936976690433,34.76111558406628,50885.83697669044,113.37364478406629,327,86,lpr:total_combined:bdpl,3.1039998368234114,5.496000163176588,8.238406628180428e-05,8.238406628180428e-05,1.6317658868558738e-07,1.6317658779740896e-07
baseline_T,1.0,1700.0,,gen=35_member=5892_pso,50,15092.0,33.624976,15092.0,33.624976,2.6693,5.9307,15092.015105478502,33.6250096550061,15092.015105478502,33.6250096550061,50375.9151054785,112.23753885500612,327,86,lpr:total_combined:bdpl,2.669301284000799,5.930698715999201,3.3655006106414476e-05,3.3655006106414476e-05,1.2840007990178037e-06,1.2840007990178037e-06
baseline_T,1.0,1700.0,,gen=47_member=7933_pso,50,11893.9,26.4996092,11893.9,26.4996092,1.3367,7.263299999999999,11893.882263459564,26.49956968298791,11893.882263459564,26.49956968298791,47177.782263459565,105.11209888298792,327,86,lpr:total_combined:bdpl,1.336698211855586,7.263301788144414,3.951701208748659e-05,3.951701208748659e-05,1.7881444140943614e-06,1.7881444147604952e-06
baseline_T,1.0,1700.0,,gen=42_member=7127_pso,50,14893.7,33.1831636,14893.7,33.1831636,2.56094,6.039059999999999,14893.657379778431,33.183068642146345,14893.657379778431,33.183068642146345,50177.55737977844,111.79559784214636,327,86,lpr:total_combined:bdpl,2.5609438201383607,6.039056179861639,9.495785365487563e-05,9.495785365487563e-05,3.82013836075501e-06,3.820138360310921e-06
baseline_T,1.0,1700.0,,gen=46_member=7815_pso,50,13559.1,30.2096748,13559.1,30.2096748,1.82093,6.77907,13559.066630856349,30.209600453547942,13559.066630856349,30.209600453547942,48842.96663085636,108.82212965354798,327,86,lpr:total_combined:bdpl,1.8209316870333607,6.779068312966639,7.434645205606216e-05,7.434645205606216e-05,1.6870333607865717e-06,1.6870333610086163e-06
baseline_T,1.0,1700.0,,gen=41_member=6988_pso,50,12538.2,27.9351096,12538.2,27.9351096,1.48478,7.11522,12538.193064579598,27.935094147883344,12538.193064579598,27.935094147883344,47822.0930645796,106.54762334788336,327,86,lpr:total_combined:bdpl,1.4847806569614803,7.115219343038519,1.5452116656433645e-05,1.5452116656433645e-05,6.56961480327567e-07,6.569614807716562e-07
baseline_T,1.0,1700.0,,gen=39_member=6630_pso,50,14491.3,32.2866164,14491.3,32.2866164,2.28023,6.31977,14491.328524086412,32.28667995166453,14491.328524086412,32.28667995166453,49775.228524086415,110.89920915166454,327,86,lpr:total_combined:bdpl,2.280231493565503,6.319768506434497,6.355166453175798e-05,6.355166453175798e-05,1.4935655028303074e-06,1.4935655032743966e-06
baseline_T,1.0,1700.0,,gen=46_member=7750_pso,50,14971.9,33.3573932,14971.9,33.3573932,2.61481,5.985189999999999,14971.891033752743,33.35737322320111,14971.891033752743,33.35737322320111,50255.79103375274,111.9699024232011,327,86,lpr:total_combined:bdpl,2.6148133674398326,5.985186632560167,1.99767988888766e-05,1.99767988888766e-05,3.3674398327576682e-06,3.3674398327576682e-06
baseline_T,1.0,1700.0,,gen=47_member=8066_pso,50,16223.2,36.1452896,16223.2,36.1452896,3.76811,4.83189,16223.187875550122,36.14526258672567,16223.187875550122,36.14526258672567,51507.087875550125,114.75779178672568,327,86,lpr:total_combined:bdpl,3.7681126270390246,4.831887372960975,2.701327432674816e-05,2.701327432674816e-05,2.6270390245386466e-06,2.6270390245386466e-06
baseline_T,1.0,1700.0,,gen=49_member=8375_pso,50,14818.0,33.014504,14818.0,33.014504,2.48535,6.114649999999999,14817.964371820362,33.01442462041577,14817.964371820362,33.01442462041577,50101.86437182037,111.62695382041578,327,86,lpr:total_combined:bdpl,2.4853491554079423,6.114650844592058,7.937958423553937e-05,7.937958423553937e-05,8.445920576249932e-07,8.445920585131717e-07
baseline_T,1.0,1700.0,,gen=48_member=8129_pso,50,16442.3,36.6334444,16442.3,36.6334444,4.0627,4.537299999999999,16442.340169660216,36.63353389800296,16442.340169660216,36.63353389800296,51726.24016966022,115.24606309800296,327,86,lpr:total_combined:bdpl,4.06270361545497,4.53729638454503,8.94980029571002e-05,8.94980029571002e-05,3.615454969185805e-06,3.615454969185805e-06
baseline_T,1.0,1700.0,,gen=39_member=6585_pso,50,15611.7,34.7828676,15611.7,34.7828676,3.109,5.491,15611.724318029006,34.78292178056862,15611.724318029006,34.78292178056862,50895.62431802901,113.3954509805686,327,86,lpr:total_combined:bdpl,3.109000659648074,5.490999340351926,5.418056861827836e-05,5.418056861827836e-05,6.596480739418098e-07,6.596480739418098e-07
baseline_T,1.0,1700.0,,gen=47_member=8011_pso,50,15763.6,35.1213008,15763.6,35.1213008,3.26403,5.33597,15763.568134403567,35.12122980345115,15763.568134403567,35.12122980345115,51047.46813440356,113.73375900345114,327,86,lpr:total_combined:bdpl,3.2640326550202103,5.335967344979789,7.099654884967777e-05,7.099654884967777e-05,2.6550202103514664e-06,2.6550202107955556e-06
baseline_T,1.0,1700.0,,gen=40_member=6726_pso,50,14022.7,31.2425756,14022.7,31.2425756,2.03707,6.56293,14022.673945080707,31.242517549639818,14022.673945080707,31.242517549639818,49306.57394508072,109.85504674963984,327,86,lpr:total_combined:bdpl,2.037067297747835,6.562932702252165,5.805036018102783e-05,5.805036018102783e-05,2.702252165143193e-06,2.702252165143193e-06
baseline_T,1.0,1700.0,,gen=44_member=7543_pso,50,15793.1,35.1870268,15793.1,35.1870268,3.29833,5.30167,15793.113093985892,35.18705597340057,15793.113093985892,35.18705597340057,51077.01309398589,113.79958517340056,327,86,lpr:total_combined:bdpl,3.298334361468742,5.301665638531258,2.917340056995954e-05,2.917340056995954e-05,4.361468742164476e-06,4.361468741720387e-06
baseline_T,1.0,1700.0,,gen=43_member=7287_pso,50,15101.7,33.646587600000004,15101.7,33.646587600000004,2.68124,5.91876,15101.690014577973,33.64656535247972,15101.690014577973,33.64656535247972,50385.59001457797,112.25909455247972,327,86,lpr:total_combined:bdpl,2.6812389897553146,5.918761010244685,2.2247520284679467e-05,2.2247520284679467e-05,1.0102446852400249e-06,1.0102446852400249e-06
baseline_T,1.0,1700.0,,gen=41_member=6982_pso,50,16283.1,36.2787468,16283.1,36.2787468,3.84028,4.75972,16283.064981478175,36.278668778733376,16283.064981478175,36.278668778733376,51566.96498147818,114.8911979787334,327,86,lpr:total_combined:bdpl,3.840282054968746,4.759717945031253,7.80212666242619e-05,7.80212666242619e-05,2.0549687462789734e-06,2.054968747167152e-06
baseline_T,1.0,1700.0,,gen=33_member=5577_pso,50,15260.9,34.0012852,15260.9,34.0012852,2.80281,5.79719,15260.94157016557,34.00137781832889,15260.94157016557,34.00137781832889,50544.841570165576,112.6139070183289,327,86,lpr:total_combined:bdpl,2.802809316052238,5.797190683947761,9.261832889251309e-05,9.261832889251309e-05,6.839477619813294e-07,6.839477615372402e-07
baseline_T,1.0,1700.0,,gen=48_member=8183_pso,50,15577.1,34.7057788,15577.1,34.7057788,3.0773,5.5227,15577.141847863264,34.70587203703935,15577.141847863264,34.70587203703935,50861.041847863264,113.31840123703935,327,86,lpr:total_combined:bdpl,3.077297589094499,5.5227024109055005,9.323703935137928e-05,9.323703935137928e-05,2.4109055010157476e-06,2.4109055001275692e-06
baseline_T,1.0,1700.0,,gen=48_member=8234_pso,50,10674.1,23.7818948,10674.1,23.7818948,1.1268,7.473199999999999,10674.119116177168,23.781937390842728,10674.119116177168,23.781937390842728,45958.019116177165,102.39446659084273,327,86,lpr:total_combined:bdpl,1.1267995679231435,7.473200432076856,4.259084272817404e-05,4.259084272817404e-05,4.320768565158062e-07,4.320768569598954e-07
baseline_T,1.0,1700.0,,gen=42_member=7080_pso,50,15807.1,35.2182188,15807.1,35.2182188,3.313,5.286999999999999,15807.088577057604,35.21819334968434,15807.088577057604,35.21819334968434,51090.9885770576,113.83072254968432,327,86,lpr:total_combined:bdpl,3.312997349575764,5.287002650424236,2.5450315661146306e-05,2.5450315661146306e-05,2.650424236083637e-06,2.6504242365277264e-06
baseline_T,1.0,1700.0,,gen=47_member=8007_pso,50,15320.8,34.1347424,15320.8,34.1347424,2.85212,5.747879999999999,15320.782276947786,34.13470291303967,15320.782276947786,34.13470291303967,50604.68227694779,112.74723211303969,327,86,lpr:total_combined:bdpl,2.8521192952616707,5.7478807047383285,3.948696033262422e-05,3.948696033262422e-05,7.047383294711551e-07,7.047383290270659e-07
baseline_T,1.0,1700.0,,gen=35_member=5961_pso,50,16551.7,36.8771876,16551.7,36.8771876,4.16397,4.43603,16551.734490675884,36.87726444522587,16551.734490675884,36.87726444522587,51835.63449067588,115.48979364522586,327,86,lpr:total_combined:bdpl,4.163974337028345,4.436025662971654,7.684522586970388e-05,7.684522586970388e-05,4.337028345346994e-06,4.337028345346994e-06
baseline_T,1.0,1700.0,,gen=31_member=5281_pso,50,14863.4,33.1156552,14863.4,33.1156552,2.52766,6.07234,14863.418734835775,33.11569694121411,14863.418734835775,33.11569694121411,50147.31873483578,111.72822614121412,327,86,lpr:total_combined:bdpl,2.527655550535176,6.072344449464824,4.174121411182341e-05,4.174121411182341e-05,4.449464824141103e-06,4.449464824141103e-06
baseline_T,1.0,1700.0,,gen=44_member=7417_pso,50,12585.3,28.0400484,12585.3,28.0400484,1.50233,7.09767,12585.311013544637,28.04007293817745,12585.311013544637,28.04007293817745,47869.21101354464,106.65260213817746,327,86,lpr:total_combined:bdpl,1.5023341028356043,7.097665897164395,2.4538177449073828e-05,2.4538177449073828e-05,4.102835604369304e-06,4.102835604591348e-06
baseline_T,1.0,1700.0,,gen=32_member=5429_pso,50,16254.3,36.2145804,16254.3,36.2145804,3.8078,4.792199999999999,16254.307690857053,36.21459753522952,16254.307690857053,36.21459753522952,51538.20769085706,114.82712673522953,327,86,lpr:total_combined:bdpl,3.807797140389488,4.792202859610511,1.7135229519738004e-05,1.7135229519738004e-05,2.8596105119405024e-06,2.8596105119405024e-06
baseline_T,1.0,1700.0,,gen=37_member=6347_pso,50,16006.7,35.6629276,16006.7,35.6629276,3.52921,5.07079,16006.74941480162,35.66303769617801,16006.74941480162,35.66303769617801,51290.64941480162,114.275566896178,327,86,lpr:total_combined:bdpl,3.5292051773858613,5.070794822614138,0.00011009617800539218,0.00011009617800539218,4.822614138699777e-06,4.8226141382556875e-06
baseline_T,1.0,1700.0,,gen=42_member=7094_pso,50,14687.6,32.7239728,14687.6,32.7239728,2.40462,6.19538,14687.596248986823,32.72396444274264,14687.596248986823,32.72396444274264,49971.49624898683,111.33649364274264,327,86,lpr:total_combined:bdpl,2.404624081507928,6.195375918492072,8.357257357261005e-06,8.357257357261005e-06,4.081507928077599e-06,4.081507928077599e-06
baseline_T,1.0,1700.0,,gen=45_member=7577_pso,50,14967.9,33.348481199999995,14967.9,33.348481199999995,2.59343,6.00657,14967.943504616956,33.348578128286576,14967.943504616956,33.348578128286576,50251.84350461696,111.96110732828656,327,86,lpr:total_combined:bdpl,2.593432230219679,6.006567769780321,9.692828658103281e-05,9.692828658103281e-05,2.23021967871162e-06,2.2302196791557094e-06
baseline_T,1.0,1700.0,,gen=38_member=6402_pso,50,13694.7,30.5117916,13694.7,30.5117916,1.8927,6.7073,13694.73076532031,30.51186014513365,13694.73076532031,30.51186014513365,48978.63076532031,109.12438934513364,327,86,lpr:total_combined:bdpl,1.8927029265017543,6.707297073498245,6.854513365084358e-05,6.854513365084358e-05,2.9265017542634553e-06,2.9265017547075445e-06
baseline_T,1.0,1700.0,,gen=31_member=5196_pso,50,16676.0,37.154128,16676.0,37.154128,4.37901,4.22099,16675.958849814047,37.154036317385696,16675.958849814047,37.154036317385696,51959.858849814045,115.76656551738569,327,86,lpr:total_combined:bdpl,4.3790099839992,4.220990016000799,9.16826143040339e-05,9.16826143040339e-05,1.6000799796245246e-08,1.6000799796245246e-08
baseline_T,1.0,1700.0,,gen=41_member=6995_pso,50,14837.6,33.0581728,14837.6,33.0581728,2.50823,6.09177,14837.570726495327,33.05810757863159,14837.570726495327,33.05810757863159,50121.47072649533,111.6706367786316,327,86,lpr:total_combined:bdpl,2.5082290688344937,6.091770931165506,6.522136840914072e-05,6.522136840914072e-05,9.311655064792035e-07,9.311655055910251e-07
baseline_T,1.0,1700.0,,gen=39_member=6611_pso,50,16111.4,35.8961992,16111.4,35.8961992,3.66312,4.93688,16111.415109359916,35.89623286365389,16111.415109359916,35.89623286365389,51395.31510935992,114.5087620636539,327,86,lpr:total_combined:bdpl,3.663118269814579,4.936881730185421,3.3663653894677736e-05,3.3663653894677736e-05,1.7301854211559942e-06,1.730185420711905e-06
baseline_T,1.0,1700.0,,gen=49_member=8310_pso,50,13661.0,30.436708,13661.0,30.436708,1.88142,6.718579999999999,13661.02759812645,30.43676948862573,13661.02759812645,30.43676948862573,48944.92759812645,109.04929868862573,327,86,lpr:total_combined:bdpl,1.8814224001312525,6.718577599868747,6.148862572885605e-05,6.148862572885605e-05,2.4001312524113416e-06,2.4001312519672524e-06
baseline_T,1.0,1700.0,,gen=41_member=6917_pso,50,13780.4,30.7027312,13780.4,30.7027312,1.93448,6.66552,13780.37222911001,30.7026693264571,13780.37222911001,30.7026693264571,49064.27222911001,109.3151985264571,327,86,lpr:total_combined:bdpl,1.9344802970633983,6.665519702936601,6.187354289721725e-05,6.187354289721725e-05,2.9706339832458184e-07,2.9706339876867105e-07
baseline_T,1.0,1700.0,,gen=42_member=7156_pso,50,13739.0,30.610492,13739.0,30.610492,1.91823,6.681769999999999,13739.00839690562,30.610510708305725,13739.00839690562,30.610510708305725,49022.90839690562,109.22303990830572,327,86,lpr:total_combined:bdpl,1.9182267449739132,6.681773255026086,1.8708305724146612e-05,1.8708305724146612e-05,3.2550260868902114e-06,3.2550260868902114e-06
baseline_T,1.0,1700.0,,gen=29_member=4898_pso,50,16125.3,35.9271684,16125.3,35.9271684,3.68037,4.91963,16125.301559230968,35.92717187396659,16125.301559230968,35.92717187396659,51409.20155923097,114.5397010739666,327,86,lpr:total_combined:bdpl,3.680374002125098,4.919625997874902,3.473966593503519e-06,3.473966593503519e-06,4.002125097990472e-06,4.002125097990472e-06
baseline_T,1.0,1700.0,,gen=47_member=7961_pso,50,14730.0,32.81844,14730.0,32.81844,2.42627,6.173729999999999,14730.012146888746,32.81846706326812,14730.012146888746,32.81846706326812,50013.912146888746,111.43099626326811,327,86,lpr:total_combined:bdpl,2.4262709560882163,6.173729043911783,2.7063268120741668e-05,2.7063268120741668e-05,9.56088216153006e-07,9.560882157089168e-07
baseline_T,1.0,1700.0,,gen=31_member=5213_pso,50,15428.5,34.374698,15428.5,34.374698,2.94698,5.65302,15428.455961253789,34.37459988167344,15428.455961253789,34.37459988167344,50712.355961253794,112.98712908167344,327,86,lpr:total_combined:bdpl,2.9469766581836145,5.653023341816385,9.811832656225761e-05,9.811832656225761e-05,3.34181638539377e-06,3.34181638539377e-06
baseline_T,1.0,1700.0,,gen=33_member=5529_pso,50,8227.03,18.32982284,8227.03,18.32982284,0.902294,7.697705999999999,8227.030860635094,18.32982475749499,8227.030860635094,18.32982475749499,43510.93086063509,96.94235395749496,327,86,lpr:total_combined:bdpl,0.9022937938185508,7.697706206181449,1.9174949912326156e-06,1.9174949912326156e-06,2.0618144924711146e-07,2.0618144969120067e-07
baseline_T,1.0,1700.0,,gen=41_member=6902_pso,50,13298.2,29.6283896,13298.2,29.6283896,1.72975,6.87025,13298.183781588385,29.628353465378915,13298.183781588385,29.628353465378915,48582.08378158839,108.24088266537892,327,86,lpr:total_combined:bdpl,1.7297505883192237,6.870249411680776,3.6134621083760976e-05,3.6134621083760976e-05,5.883192237821078e-07,5.883192244482416e-07
baseline_T,1.0,1700.0,,gen=43_member=7373_pso,50,13719.4,30.5668232,13719.4,30.5668232,1.90841,6.69159,13719.442299345395,30.566917442941545,13719.442299345395,30.566917442941545,49003.3422993454,109.17944664294156,327,86,lpr:total_combined:bdpl,1.908406212310852,6.691593787689148,9.424294154314339e-05,9.424294154314339e-05,3.7876891478827446e-06,3.787689148104789e-06
baseline_T,1.0,1700.0,,gen=43_member=7354_pso,50,16322.1,36.3656388,16322.1,36.3656388,3.91205,4.68795,16322.064352041016,36.365559376347385,16322.064352041016,36.365559376347385,51605.96435204102,114.9780885763474,327,86,lpr:total_combined:bdpl,3.912045083841329,4.68795491615867,7.942365261470741e-05,7.942365261470741e-05,4.916158670820181e-06,4.916158670376092e-06
baseline_T,1.0,1700.0,,gen=48_member=8255_pso,50,8389.62,18.69207336,8389.62,18.69207336,0.907206,7.692793999999999,8389.62313027835,18.692080334260165,8389.62313027835,18.692080334260165,43673.52313027835,97.30460953426017,327,86,lpr:total_combined:bdpl,0.9072063929299552,7.692793607070044,6.97426016671443e-06,6.97426016671443e-06,3.9292995523965146e-07,3.9292995523965146e-07
baseline_T,1.0,1700.0,,gen=38_member=6443_pso,50,14215.1,31.6712428,14215.1,31.6712428,2.14746,6.452539999999999,14215.060461212095,31.67115470758055,14215.060461212095,31.67115470758055,49498.96046121209,110.28368390758054,327,86,lpr:total_combined:bdpl,2.1474636576256336,6.452536342374366,8.80924194532895e-05,8.80924194532895e-05,3.657625633479711e-06,3.657625633479711e-06
baseline_T,1.0,1700.0,,gen=47_member=7988_pso,50,13810.5,30.769794,13810.5,30.769794,1.94462,6.655379999999999,13810.50045206574,30.769795007202468,13810.50045206574,30.769795007202468,49094.40045206575,109.38232420720249,327,86,lpr:total_combined:bdpl,1.9446224455793009,6.655377554420699,1.0072024672069801e-06,1.0072024672069801e-06,2.4455793008471005e-06,2.445579299958922e-06
baseline_T,1.0,1700.0,,gen=37_member=6360_pso,50,12592.5,28.05609,12592.5,28.05609,1.51193,7.08807,12592.465798778729,28.056013799679008,12592.465798778729,28.056013799679008,47876.36579877873,106.668542999679,327,86,lpr:total_combined:bdpl,1.5119307530994452,7.088069246900554,7.62003209935358e-05,7.62003209935358e-05,7.530994452498163e-07,7.530994459159501e-07
baseline_T,1.0,1700.0,,gen=48_member=8171_pso,50,15706.5,34.994082,15706.5,34.994082,3.20978,5.390219999999999,15706.47949553654,34.99403631605541,15706.47949553654,34.99403631605541,50990.37949553655,113.60656551605544,327,86,lpr:total_combined:bdpl,3.2097832134087616,5.390216786591238,4.568394459170122e-05,4.568394459170122e-05,3.213408761748582e-06,3.2134087613044926e-06
baseline_T,1.0,1700.0,,gen=45_member=7732_pso,50,12671.5,28.232102,12671.5,28.232102,1.52704,7.07296,12671.53123722108,28.232171596528566,12671.53123722108,28.232171596528566,47955.43123722109,106.84470079652856,327,86,lpr:total_combined:bdpl,1.5270430343618209,7.072956965638179,6.959652856508569e-05,6.959652856508569e-05,3.034361820919429e-06,3.034361821363518e-06
baseline_T,1.0,1700.0,,gen=35_member=5956_pso,50,15295.1,34.0774828,15295.1,34.0774828,2.82984,5.77016,15295.06529382526,34.07740547464268,15295.06529382526,34.07740547464268,50578.96529382527,112.6899346746427,327,86,lpr:total_combined:bdpl,2.8298424505292394,5.77015754947076,7.732535731719281e-05,7.732535731719281e-05,2.450529239528265e-06,2.4505292399723544e-06
baseline_T,1.0,1700.0,,gen=45_member=7623_pso,50,12059.2,26.867897600000003,12059.2,26.867897600000003,1.35875,7.24125,12059.195071560269,26.86788661943628,12059.195071560269,26.86788661943628,47343.09507156027,105.48041581943627,327,86,lpr:total_combined:bdpl,1.3587454728667916,7.241254527133208,1.0980563722284842e-05,1.0980563722284842e-05,4.527133208309664e-06,4.527133207865575e-06
baseline_T,1.0,1700.0,,gen=34_member=5765_pso,50,13879.4,30.9233032,13879.4,30.9233032,1.98173,6.61827,13879.43726821899,30.92338623359191,13879.43726821899,30.92338623359191,49163.33726821899,109.5359154335919,327,86,lpr:total_combined:bdpl,1.9817261402621529,6.618273859737847,8.303359190975357e-05,8.303359190975357e-05,3.859737847111688e-06,3.8597378475557775e-06
baseline_T,1.0,1700.0,,gen=38_member=6501_pso,50,14540.6,32.3964568,14540.6,32.3964568,2.32041,6.27959,14540.551853986875,32.396349530682755,14540.551853986875,32.396349530682755,49824.45185398688,111.00887873068277,327,86,lpr:total_combined:bdpl,2.3204104251195217,6.279589574880478,0.00010726931724747146,0.00010726931724747146,4.2511952180745993e-07,4.2511952180745993e-07
